order_id,customer_id,restaurant_name,cuisine,order_date,delivery_time_minutes,order_amount,payment_method,city,order_status,rating
20784,4993,Desserts Treats 3 (Kol),Italian,2025-05-26,27,473.14,Cash,Kolkata,Delivered,5.0
20785,27978,Urban Bites (Ben),Italian,2025-02-14,21,507.6,Online,Bengaluru,Delivered,4.0
20786,27667,South Treats 1 (Hyd),South Indian,2025-08-21,27,240.57,Online,Hyderabad,Delivered,4.0
20787,3504,Fast Treats 1 (Mum),South Indian,2025-07-08,25,314.31,Online,Mumbai,Delivered,4.0
20788,1092,Biryani Treats 5 (Che),Biryani,2025-10-30,24,425.68,Cash,Chennai,Delivered,4.0
20789,17372,Desserts Treats 5 (Hyd),Continental,2025-04-03,18,369.82,Online,Hyderabad,Delivered,4.0
20790,25805,Biryani Treats 1 (Del),Seafood,2025-10-02,42,398.75,Online,Delhi,Cancelled,
20791,18361,Desserts Treats 1 (Ben),Biryani,2025-01-23,50,401.99,Online,Bengaluru,Delivered,5.0
20792,25835,Chinese Treats 6 (Mum),South Indian,2025-05-31,33,288.88,Cash,Mumbai,Delivered,4.0
20793,27004,Chinese Treats 3 (Del),South Indian,2025-04-17,31,233.51,Online,Delhi,Delivered,4.0
20794,17125,Italian Treats 6 (Ben),Desserts,2025-04-07,22,155.14,Cash,Bengaluru,Delivered,3.0
20795,4563,Continental Treats 1 (Mum),Fast Food,2025-09-20,34,106.64,Online,Mumbai,Delivered,5.0
20796,13368,Biryani Treats 1 (Mum),North Indian,2025-09-19,32,124.19,Online,Mumbai,Delivered,3.0
20797,4603,North Treats 6 (Hyd),Fast Food,2025-09-03,40,103.82,Online,Hyderabad,Delivered,4.0
20798,12002,Spice Hub (Ben),Biryani,2025-08-17,32,424.78,Online,Bengaluru,Delivered,2.0
20799,29769,Street Treats 2 (Mum),Biryani,2025-02-21,19,50.0,Online,Mumbai,Delivered,4.0
20800,12177,Italian Treats 6 (Ben),Street Food,2024-12-15,42,148.49,Online,Bengaluru,Delivered,4.0
20801,23921,Chinese Treats 4 (Kol),North Indian,2024-10-24,26,260.73,Online,Kolkata,Delivered,5.0
20802,20267,Biryani Treats 6 (Pun),Fast Food,2025-04-13,26,107.99,Online,Pune,Delivered,5.0
20803,25533,Seafood Treats 3 (Che),Fast Food,2025-10-15,18,124.35,Online,Chennai,Delivered,4.0
20804,3554,South Treats 6 (Hyd),Desserts,2023-12-02,25,132.27,Cash,Hyderabad,Delivered,5.0
20805,26456,Biryani Treats 3 (Pun),South Indian,2025-10-12,10,206.79,Online,Pune,Delivered,3.0
20806,11874,Street Treats 6 (Hyd),South Indian,2023-12-02,24,251.84,Online,Hyderabad,Delivered,3.0
20807,27078,Fast Treats 6 (Che),Fast Food,2024-10-09,10,145.64,Online,Chennai,Delivered,4.0
20808,27216,Desserts Treats 6 (Kol),Street Food,2025-08-16,30,146.82,Online,Kolkata,Delivered,4.0
20809,15598,Desserts Treats 6 (Che),Chinese,2024-04-12,14,317.69,Cash,Chennai,Delivered,5.0
20810,22223,Italian Treats 3 (Ben),North Indian,2025-06-28,42,372.4,Online,Bengaluru,Delivered,3.0
20811,4439,Continental Treats 2 (Mum),Chinese,2025-08-07,27,257.31,Online,Mumbai,Delivered,5.0
20812,4455,Italian Treats 2 (Mum),Biryani,2023-12-02,29,233.99,Cash,Mumbai,Delivered,5.0
20813,12949,Desserts Treats 3 (Ahm),Desserts,2025-11-05,53,61.01,Online,Ahmedabad,Delivered,4.0
20814,17919,Continental Treats 3 (Mum),Chinese,2025-07-18,28,423.86,Cash,Mumbai,Delivered,3.0
20815,24748,North Treats 1 (Del),Continental,2025-11-29,23,505.69,Online,Delhi,Delivered,5.0
20816,13864,Fast Treats 4 (Kol),Italian,2024-10-21,32,540.34,Cash,Kolkata,Delivered,3.0
20817,9301,Desserts Treats 2 (Hyd),Seafood,2025-05-28,28,728.47,Online,Hyderabad,Delivered,4.0
20818,16810,Seafood Treats 3 (Che),Continental,2025-01-13,22,159.21,Cash,Chennai,Delivered,5.0
20819,20746,Continental Treats 3 (Hyd),Continental,2025-08-31,38,552.19,Online,Hyderabad,Delivered,5.0
20820,8594,Continental Treats 5 (Ben),Italian,2025-02-18,27,370.56,Online,Bengaluru,Delivered,5.0
20821,11705,Biryani Treats 1 (Che),Chinese,2025-09-25,22,313.85,Cash,Chennai,Delivered,3.0
20822,16107,South Treats 5 (Kol),Fast Food,2024-11-20,37,146.79,Online,Kolkata,Delivered,5.0
20823,9735,Chinese Treats 2 (Pun),South Indian,2025-11-12,22,198.2,Online,Pune,Delivered,1.0
20824,28693,Italian Treats 3 (Ben),Italian,2025-07-01,27,350.13,Cash,Bengaluru,Delivered,4.0
20825,12599,Italian Treats 4 (Hyd),Fast Food,2024-12-05,32,234.81,Cash,Hyderabad,Delivered,4.0
20826,26171,Biryani Treats 6 (Kol),South Indian,2025-06-19,12,127.5,Online,Kolkata,Delivered,4.0
20827,18239,Fast Treats 5 (Pun),Fast Food,2024-05-27,17,264.3,Online,Pune,Cancelled,
20828,17578,South Treats 6 (Ahm),Fast Food,2024-09-09,33,204.02,Cash,Ahmedabad,Delivered,3.0
20829,20452,South Treats 2 (Mum),Chinese,2025-06-08,36,532.46,Online,Mumbai,Delivered,3.0
20830,5886,Continental Treats 6 (Del),South Indian,2024-04-01,39,260.23,Online,Delhi,Delivered,4.0
20831,8076,Desserts Treats 6 (Kol),Continental,2023-12-02,28,368.29,Online,Kolkata,Delivered,5.0
20832,14961,North Treats 1 (Che),North Indian,2025-11-17,24,319.25,Cash,Chennai,Delivered,3.0
20833,28660,Italian Treats 5 (Che),Continental,2025-03-11,28,367.24,Cash,Chennai,Delivered,4.0
20834,23695,North Treats 1 (Ben),Chinese,2025-05-28,21,247.02,Cash,Bengaluru,Delivered,5.0
20835,12704,Street Treats 5 (Mum),Chinese,2025-09-05,32,353.68,Online,Mumbai,Delivered,4.0
20836,10264,Seafood Treats 6 (Del),South Indian,2025-09-06,25,257.94,Online,Delhi,Delivered,3.0
20837,7890,Chinese Treats 6 (Kol),Chinese,2023-12-02,26,243.93,Cash,Kolkata,Cancelled,
20838,25276,Chinese Treats 5 (Ben),Seafood,2023-12-02,28,444.4,Cash,Bengaluru,Cancelled,
20839,24743,South Treats 2 (Pun),Seafood,2025-10-23,24,473.79,Cash,Pune,Delivered,4.0
20840,18877,Biryani Treats 1 (Pun),Street Food,2025-11-18,31,220.64,Cash,Pune,Cancelled,
20841,27374,Desserts Treats 6 (Mum),Desserts,2024-06-12,42,145.98,Online,Mumbai,Cancelled,
20842,7668,Desserts Treats 2 (Kol),Seafood,2023-12-02,21,797.57,Online,Kolkata,Delivered,5.0
20843,8119,Desserts Treats 3 (Hyd),Italian,2025-04-27,13,432.25,Online,Hyderabad,Delivered,3.0
20844,7507,Seafood Treats 1 (Che),South Indian,2025-09-01,40,184.59,Online,Chennai,Delivered,5.0
20845,28254,Continental Treats 4 (Pun),South Indian,2025-07-20,12,206.03,Online,Pune,Cancelled,
20846,27268,South Treats 3 (Ben),South Indian,2025-09-11,35,346.05,Online,Bengaluru,Delivered,4.0
20847,5747,Continental Treats 3 (Mum),Street Food,2023-12-02,35,141.43,Online,Mumbai,Delivered,4.0
20848,4104,North Treats 3 (Che),North Indian,2025-06-05,30,213.62,Online,Chennai,Delivered,5.0
20849,15303,Chinese Treats 5 (Ahm),Desserts,2025-08-14,34,177.11,Cash,Ahmedabad,Delivered,4.0
20850,7792,South Treats 2 (Pun),Biryani,2025-06-25,28,378.3,Online,Pune,Delivered,5.0
20851,19214,Biryani Treats 2 (Ahm),Fast Food,2025-09-22,44,152.31,Online,Ahmedabad,Delivered,3.0
20852,5432,Desserts Treats 3 (Ben),Street Food,2025-08-06,28,82.2,Online,Bengaluru,Delivered,4.0
20853,6933,Desserts Treats 5 (Hyd),Fast Food,2023-12-02,31,199.66,Online,Hyderabad,Delivered,4.0
20854,19868,North Treats 2 (Mum),Chinese,2025-11-23,31,212.62,Online,Mumbai,Delivered,4.0
20855,9422,South Treats 2 (Pun),Desserts,2023-12-02,31,119.92,Online,Pune,Delivered,4.0
20856,8817,Biryani Treats 5 (Kol),Desserts,2024-05-15,22,121.65,Cash,Kolkata,Delivered,4.0
20857,16862,Chinese Treats 2 (Pun),Street Food,2025-06-28,24,120.59,Online,Pune,Delivered,5.0
20858,6439,Seafood Treats 4 (Kol),Continental,2025-10-25,26,436.55,Online,Kolkata,Delivered,4.0
20859,5668,South Treats 4 (Ahm),Continental,2025-02-22,25,328.97,Cash,Ahmedabad,Delivered,4.0
20860,16222,Street Treats 2 (Che),Street Food,2023-12-02,40,116.84,Online,Chennai,Delivered,5.0
20861,14721,Biryani Treats 2 (Hyd),Biryani,2024-12-08,30,493.54,Online,Hyderabad,Delivered,5.0
20862,11364,Street Treats 1 (Kol),South Indian,2024-10-07,30,225.77,Online,Kolkata,Delivered,4.0
20863,5398,Fast Treats 5 (Ben),South Indian,2025-03-16,21,167.13,Cash,Bengaluru,Delivered,4.0
20864,27149,South Treats 6 (Hyd),Street Food,2025-09-27,10,174.5,Online,Hyderabad,Delivered,5.0
20865,22574,Desserts Treats 5 (Che),Biryani,2024-02-18,30,331.54,Online,Chennai,Delivered,1.0
20866,21784,Spice Hub (Ahm),Seafood,2024-09-20,35,609.79,Online,Ahmedabad,Delivered,4.0
20867,8170,Seafood Treats 6 (Kol),Biryani,2025-03-25,32,408.46,Cash,Kolkata,Delivered,5.0
20868,18736,Italian Treats 4 (Ahm),Fast Food,2025-06-30,50,188.87,Online,Ahmedabad,Delivered,3.0
20869,17831,Seafood Treats 3 (Mum),Italian,2025-08-30,26,437.12,Online,Mumbai,Delivered,4.0
20870,13719,Street Treats 1 (Ben),North Indian,2025-06-18,25,376.69,Cash,Bengaluru,Delivered,4.0
20871,2769,Street Treats 3 (Che),Desserts,2025-06-14,35,77.83,Online,Chennai,Delivered,4.0
20872,24862,South Treats 4 (Pun),Italian,2024-09-25,21,346.03,Online,Pune,Delivered,3.0
20873,13612,Biryani Treats 1 (Che),Desserts,2025-05-06,31,169.61,Cash,Chennai,Delivered,5.0
20874,19189,Continental Treats 4 (Kol),Italian,2025-08-04,26,244.35,Online,Kolkata,Delivered,4.0
20875,9854,Italian Treats 3 (Ben),Street Food,2025-09-18,22,139.73,Online,Bengaluru,Delivered,5.0
20876,26121,Desserts Treats 6 (Che),Biryani,2023-12-02,29,388.24,Cash,Chennai,Delivered,3.0
20877,26534,Fast Treats 4 (Ahm),Continental,2025-10-15,32,742.38,Online,Ahmedabad,Delivered,4.0
20878,21305,Urban Bites (Del),South Indian,2024-03-24,25,186.29,Online,Delhi,Delivered,4.0
20879,19051,Continental Treats 1 (Ben),Italian,2025-11-22,27,641.19,Online,Bengaluru,Delivered,5.0
20880,16250,Biryani Treats 4 (Kol),Continental,2024-07-07,45,382.44,Cash,Kolkata,Delivered,4.0
20881,1960,Fast Treats 6 (Che),Continental,2025-06-02,38,533.84,Online,Chennai,Cancelled,
20882,22722,Urban Bites (Hyd),Fast Food,2023-12-02,45,147.76,Cash,Hyderabad,Delivered,3.0
20883,14730,Fast Treats 1 (Che),North Indian,2025-11-12,19,425.8,Online,Chennai,Delivered,3.0
20884,2138,Desserts Treats 3 (Pun),Street Food,2025-05-07,27,92.37,Cash,Pune,Delivered,5.0
20885,15507,Foodie Plaza (Ben),Italian,2024-12-11,28,793.67,Cash,Bengaluru,Cancelled,
20886,12251,North Treats 5 (Kol),Desserts,2025-10-01,29,301.69,Online,Kolkata,Delivered,4.0
20887,15105,Italian Treats 5 (Mum),Street Food,2025-01-15,34,50.0,Online,Mumbai,Delivered,4.0
20888,13564,Street Treats 5 (Kol),Desserts,2025-03-24,29,234.68,Online,Kolkata,Delivered,4.0
20889,10840,South Treats 3 (Kol),Fast Food,2025-05-28,26,189.65,Cash,Kolkata,Delivered,4.0
20890,3989,North Treats 2 (Kol),Seafood,2024-05-24,25,657.96,Online,Kolkata,Delivered,4.0
20891,12801,Desserts Treats 2 (Kol),Chinese,2025-05-21,28,237.94,Cash,Kolkata,Delivered,4.0
20892,5778,Street Treats 6 (Pun),Italian,2025-11-05,14,497.77,Online,Pune,Delivered,4.0
20893,27565,Chinese Treats 6 (Del),Street Food,2025-11-07,47,139.33,Online,Delhi,Delivered,5.0
20894,5631,Street Treats 2 (Kol),Continental,2025-07-24,13,407.45,Online,Kolkata,Delivered,4.0
20895,10559,Urban Bites (Kol),Fast Food,2023-12-02,31,294.04,Cash,Kolkata,Delivered,5.0
20896,4109,Chinese Treats 1 (Che),South Indian,2025-05-10,29,211.41,Online,Chennai,Delivered,5.0
20897,13388,Chinese Treats 5 (Del),Desserts,2025-09-29,20,203.22,Cash,Delhi,Delivered,5.0
20898,6529,Urban Bites (Che),Continental,2024-10-14,29,569.08,Cash,Chennai,Delivered,5.0
20899,4841,Street Treats 4 (Del),Continental,2024-12-17,23,544.04,Online,Delhi,Cancelled,
20900,13780,Desserts Treats 3 (Ben),Chinese,2024-03-18,28,424.83,Online,Bengaluru,Delivered,4.0
20901,1489,Fast Treats 2 (Ahm),Continental,2025-11-21,36,50.0,Online,Ahmedabad,Delivered,3.0
20902,3312,Seafood Treats 2 (Mum),Biryani,2025-06-04,38,235.43,Online,Mumbai,Delivered,4.0
20903,8311,Fast Treats 2 (Che),Street Food,2025-07-28,28,117.53,Online,Chennai,Delivered,5.0
20904,19150,Chinese Treats 1 (Che),Seafood,2024-08-16,35,758.61,Cash,Chennai,Delivered,5.0
20905,12088,Seafood Treats 2 (Hyd),Italian,2025-07-11,16,694.0,Online,Hyderabad,Delivered,4.0
20906,23142,Italian Treats 4 (Mum),Biryani,2024-12-31,47,494.68,Online,Mumbai,Delivered,4.0
20907,12802,North Treats 6 (Kol),Continental,2025-07-08,49,373.55,Cash,Kolkata,Delivered,4.0
20908,8531,Chinese Treats 2 (Hyd),South Indian,2024-12-19,20,147.22,Online,Hyderabad,Delivered,5.0
20909,10610,Biryani Treats 1 (Ahm),Fast Food,2025-11-22,38,257.79,Cash,Ahmedabad,Delivered,5.0
20910,21297,South Treats 6 (Che),Fast Food,2023-12-12,22,137.37,Online,Chennai,Cancelled,
20911,14017,North Treats 2 (Ben),Fast Food,2025-11-05,24,161.53,Online,Bengaluru,Delivered,3.0
20912,28441,South Treats 6 (Che),North Indian,2025-10-29,35,304.23,Online,Chennai,Delivered,5.0
20913,27553,North Treats 3 (Mum),Chinese,2025-08-26,22,412.58,Cash,Mumbai,Delivered,5.0
20914,26198,Seafood Treats 1 (Ben),Street Food,2024-01-25,26,111.07,Online,Bengaluru,Delivered,2.0
20915,25518,Continental Treats 1 (Ahm),Desserts,2025-04-09,41,226.15,Cash,Ahmedabad,Delivered,4.0
20916,7954,Chinese Treats 1 (Mum),Desserts,2024-09-23,30,176.33,Online,Mumbai,Delivered,5.0
20917,19784,Seafood Treats 6 (Che),Fast Food,2025-06-19,40,151.93,Online,Chennai,Delivered,5.0
20918,8189,Continental Treats 1 (Ahm),Fast Food,2025-04-08,46,90.5,Online,Ahmedabad,Delivered,5.0
20919,16862,Seafood Treats 4 (Pun),Fast Food,2025-01-04,27,169.08,Online,Pune,Delivered,5.0
20920,21451,North Treats 5 (Hyd),Chinese,2025-11-20,43,341.21,Online,Hyderabad,Cancelled,
20921,29451,Fast Treats 4 (Del),Continental,2025-09-28,48,459.41,Online,Delhi,Delivered,4.0
20922,24667,North Treats 3 (Che),Biryani,2024-10-14,30,285.33,Online,Chennai,Delivered,5.0
20923,28211,Seafood Treats 6 (Ben),Biryani,2025-06-30,34,426.11,Online,Bengaluru,Delivered,4.0
20924,18774,Seafood Treats 1 (Pun),South Indian,2025-03-06,33,152.76,Online,Pune,Delivered,3.0
20925,11985,Chinese Treats 3 (Del),Seafood,2024-07-12,38,640.24,Online,Delhi,Delivered,5.0
20926,20162,Fast Treats 3 (Ben),Italian,2023-12-02,33,633.89,Online,Bengaluru,Delivered,4.0
20927,11070,Desserts Treats 6 (Che),Chinese,2025-02-14,28,255.11,Cash,Chennai,Cancelled,
20928,27046,Street Treats 6 (Del),Street Food,2025-06-16,25,147.88,Online,Delhi,Delivered,5.0
20929,14506,Continental Treats 5 (Hyd),Fast Food,2025-01-09,12,145.04,Online,Hyderabad,Delivered,4.0
20930,18053,Chinese Treats 5 (Mum),Continental,2025-08-07,38,91.24,Cash,Mumbai,Delivered,4.0
20931,26527,Desserts Treats 2 (Hyd),Street Food,2025-03-28,20,108.73,Cash,Hyderabad,Delivered,4.0
20932,17534,Chinese Treats 6 (Che),Continental,2024-01-31,40,488.56,Online,Chennai,Cancelled,
20933,19680,Chinese Treats 4 (Mum),Fast Food,2023-12-02,32,187.34,Cash,Mumbai,Delivered,5.0
20934,17146,Continental Treats 1 (Del),Fast Food,2024-03-12,23,151.3,Cash,Delhi,Delivered,4.0
20935,1233,South Treats 1 (Kol),South Indian,2023-12-02,28,141.21,Cash,Kolkata,Delivered,3.0
20936,26619,Biryani Treats 4 (Pun),Continental,2024-09-20,24,423.62,Online,Pune,Delivered,4.0
20937,5495,Italian Treats 6 (Mum),Fast Food,2025-02-01,26,216.18,Cash,Mumbai,Delivered,4.0
20938,21485,Italian Treats 3 (Ahm),Street Food,2025-07-12,32,153.42,Online,Ahmedabad,Delivered,4.0
20939,2626,North Treats 5 (Hyd),Fast Food,2025-05-30,37,129.16,Online,Hyderabad,Delivered,5.0
20940,27737,Fast Treats 2 (Pun),South Indian,2024-08-20,17,289.0,Online,Pune,Delivered,5.0
20941,15325,Continental Treats 5 (Hyd),Street Food,2025-10-06,13,127.44,Online,Hyderabad,Cancelled,
20942,24144,Continental Treats 6 (Kol),Italian,2024-03-11,34,396.01,Online,Kolkata,Delivered,4.0
20943,12801,Continental Treats 4 (Del),Street Food,2025-09-09,35,125.51,Cash,Delhi,Delivered,5.0
20944,1297,Biryani Treats 1 (Pun),Street Food,2025-07-14,31,124.56,Cash,Pune,Delivered,4.0
20945,17680,Italian Treats 6 (Kol),Chinese,2025-08-23,19,205.65,Online,Kolkata,Delivered,4.0
20946,19878,Seafood Treats 2 (Ben),North Indian,2025-09-27,23,197.94,Online,Bengaluru,Delivered,4.0
20947,5373,Italian Treats 5 (Del),Italian,2025-10-31,16,442.98,Cash,Delhi,Delivered,4.0
20948,21493,South Treats 2 (Ben),North Indian,2025-02-28,31,197.12,Online,Bengaluru,Delivered,2.0
20949,29290,Biryani Treats 6 (Che),South Indian,2023-12-02,29,186.21,Online,Chennai,Delivered,5.0
20950,25208,Italian Treats 1 (Che),Desserts,2025-11-03,33,230.2,Cash,Chennai,Delivered,4.0
20951,14741,Urban Bites (Hyd),Desserts,2024-08-28,39,50.0,Cash,Hyderabad,Delivered,3.0
20952,26923,Fast Treats 2 (Del),Continental,2025-03-25,49,598.23,Cash,Delhi,Delivered,3.0
20953,6352,Street Treats 2 (Che),Desserts,2025-04-27,32,206.33,Online,Chennai,Delivered,4.0
20954,24867,Urban Bites (Ben),Desserts,2023-12-09,31,191.5,Online,Bengaluru,Delivered,4.0
20955,21663,Fast Treats 4 (Kol),South Indian,2025-09-04,19,142.15,Cash,Kolkata,Delivered,4.0
20956,3385,Desserts Treats 2 (Che),Continental,2025-07-27,27,467.99,Online,Chennai,Delivered,4.0
20957,5197,Chinese Treats 5 (Del),Seafood,2024-12-22,27,747.21,Online,Delhi,Delivered,4.0
20958,19324,Fast Treats 2 (Kol),Chinese,2025-07-06,21,377.11,Online,Kolkata,Delivered,5.0
20959,1693,Chinese Treats 3 (Pun),Biryani,2024-07-22,28,50.0,Online,Pune,Delivered,4.0
20960,29523,South Treats 4 (Del),Italian,2025-06-25,29,227.5,Online,Delhi,Delivered,5.0
20961,3523,Seafood Treats 5 (Pun),Chinese,2025-05-30,24,360.66,Online,Pune,Cancelled,
20962,9904,Continental Treats 6 (Ben),Continental,2024-06-04,27,405.78,Online,Bengaluru,Delivered,5.0
20963,11719,Spice Hub (Che),Chinese,2025-08-27,41,447.11,Cash,Chennai,Delivered,5.0
20964,17513,Fast Treats 1 (Ahm),South Indian,2025-08-04,21,196.79,Online,Ahmedabad,Delivered,3.0
20965,29051,North Treats 5 (Kol),Fast Food,2025-06-07,19,217.02,Cash,Kolkata,Delivered,4.0
20966,16803,Urban Bites (Pun),Fast Food,2024-12-31,25,165.5,Online,Pune,Delivered,3.0
20967,16707,Chinese Treats 1 (Hyd),Italian,2025-11-02,18,531.6,Cash,Hyderabad,Delivered,3.0
20968,16763,Street Treats 4 (Del),South Indian,2023-03-18,22,235.94,Online,Delhi,Delivered,4.0
20969,9360,Fast Treats 4 (Mum),Continental,2024-08-15,23,395.19,Online,Mumbai,Delivered,4.0
20970,10173,Biryani Treats 4 (Ahm),South Indian,2025-01-29,37,251.17,Online,Ahmedabad,Delivered,3.0
20971,2708,Street Treats 3 (Del),Fast Food,2023-12-07,46,101.3,Online,Delhi,Delivered,4.0
20972,23381,Seafood Treats 6 (Ahm),Italian,2025-10-31,35,635.96,Online,Ahmedabad,Delivered,5.0
20973,3696,Desserts Treats 6 (Del),Desserts,2023-12-08,29,101.89,Online,Delhi,Delivered,4.0
20974,15897,Continental Treats 1 (Pun),North Indian,2025-04-24,19,333.22,Cash,Pune,Delivered,4.0
20975,9561,Italian Treats 2 (Del),Biryani,2024-04-08,45,188.58,Cash,Delhi,Delivered,4.0
20976,15831,Fast Treats 3 (Ahm),Seafood,2025-03-22,21,771.15,Online,Ahmedabad,Delivered,5.0
20977,23133,Seafood Treats 5 (Mum),Desserts,2025-04-06,30,183.02,Online,Mumbai,Cancelled,
20978,16496,Chinese Treats 5 (Hyd),Italian,2024-06-15,34,462.68,Cash,Hyderabad,Delivered,3.0
20979,4644,Seafood Treats 2 (Mum),Continental,2025-10-31,26,524.86,Online,Mumbai,Delivered,4.0
20980,24204,Seafood Treats 3 (Ahm),Continental,2024-09-08,33,414.21,Online,Ahmedabad,Delivered,4.0
20981,16091,Seafood Treats 1 (Del),Street Food,2025-03-02,43,140.22,Cash,Delhi,Cancelled,
20982,21350,North Treats 5 (Pun),South Indian,2024-08-13,21,242.5,Online,Pune,Delivered,4.0
20983,16109,Fast Treats 4 (Hyd),Desserts,2025-05-18,39,163.01,Online,Hyderabad,Delivered,5.0
20984,14954,North Treats 4 (Pun),Biryani,2025-10-30,27,186.47,Cash,Pune,Delivered,3.0
20985,28673,Continental Treats 3 (Ahm),Continental,2025-07-29,40,282.77,Online,Ahmedabad,Delivered,5.0
20986,4713,Desserts Treats 6 (Che),Italian,2025-08-12,19,243.76,Online,Chennai,Delivered,5.0
20987,14082,Biryani Treats 4 (Ben),South Indian,2024-09-05,37,234.78,Online,Bengaluru,Delivered,2.0
20988,9367,Italian Treats 1 (Hyd),Desserts,2025-07-05,24,144.59,Online,Hyderabad,Delivered,3.0
20989,17240,Street Treats 3 (Hyd),Italian,2024-09-16,34,498.95,Online,Hyderabad,Delivered,5.0
20990,2330,Seafood Treats 3 (Pun),Chinese,2025-09-28,22,334.77,Online,Pune,Delivered,4.0
20991,14605,Italian Treats 6 (Kol),Fast Food,2025-05-06,37,173.74,Cash,Kolkata,Delivered,5.0
20992,20183,Italian Treats 5 (Mum),Italian,2025-11-08,27,434.12,Online,Mumbai,Delivered,5.0
20993,4590,Chinese Treats 6 (Mum),Continental,2025-01-21,27,398.74,Online,Mumbai,Delivered,5.0
20994,11883,Spice Hub (Del),Seafood,2025-02-22,30,744.55,Online,Delhi,Delivered,5.0
20995,1202,Desserts Treats 3 (Ben),Fast Food,2025-08-17,21,264.45,Online,Bengaluru,Delivered,5.0
20996,4111,Italian Treats 6 (Hyd),Street Food,2024-08-01,39,128.69,Cash,Hyderabad,Delivered,3.0
20997,18989,South Treats 6 (Che),Desserts,2024-09-04,27,108.4,Online,Chennai,Delivered,5.0
20998,5481,South Treats 4 (Che),Biryani,2025-09-10,30,275.56,Online,Chennai,Delivered,3.0
20999,7132,Street Treats 3 (Pun),Seafood,2025-11-12,27,627.36,Cash,Pune,Cancelled,
21000,23435,Seafood Treats 4 (Pun),North Indian,2025-06-25,29,351.89,Cash,Pune,Delivered,5.0
21001,12661,Continental Treats 3 (Pun),South Indian,2024-01-17,27,203.03,Online,Pune,Delivered,4.0
21002,22886,North Treats 2 (Mum),Chinese,2025-08-20,26,278.2,Cash,Mumbai,Delivered,5.0
21003,21503,Seafood Treats 6 (Ben),Desserts,2025-11-23,22,189.39,Online,Bengaluru,Delivered,2.0
21004,27756,Desserts Treats 6 (Mum),South Indian,2025-10-16,30,253.52,Online,Mumbai,Delivered,4.0
21005,4574,North Treats 1 (Mum),Street Food,2025-06-23,37,52.17,Cash,Mumbai,Cancelled,
21006,19324,North Treats 3 (Hyd),Seafood,2024-08-05,25,488.53,Online,Hyderabad,Delivered,5.0
21007,4212,Seafood Treats 3 (Mum),Biryani,2024-12-11,18,309.2,Online,Mumbai,Delivered,2.0
21008,16095,Continental Treats 4 (Ahm),Street Food,2025-07-31,27,121.34,Online,Ahmedabad,Delivered,3.0
21009,24442,Biryani Treats 2 (Mum),Fast Food,2025-06-19,31,122.23,Cash,Mumbai,Delivered,4.0
21010,26451,Fast Treats 2 (Ahm),Biryani,2024-11-29,25,270.63,Online,Ahmedabad,Cancelled,
21011,9601,Desserts Treats 3 (Kol),Fast Food,2025-09-28,31,175.25,Online,Kolkata,Delivered,5.0
21012,17849,Biryani Treats 5 (Ben),Street Food,2024-10-31,37,137.14,Online,Bengaluru,Delivered,4.0
21013,7960,Chinese Treats 4 (Mum),South Indian,2025-10-21,30,185.54,Cash,Mumbai,Delivered,4.0
21014,3572,Chinese Treats 6 (Che),Street Food,2024-01-10,26,112.53,Online,Chennai,Delivered,4.0
21015,17910,Biryani Treats 6 (Che),Chinese,2025-03-23,29,449.93,Online,Chennai,Delivered,5.0
21016,24354,Fast Treats 3 (Pun),North Indian,2025-03-12,17,590.73,Online,Pune,Delivered,5.0
21017,27639,Continental Treats 4 (Pun),Italian,2025-11-02,28,443.27,Online,Pune,Delivered,4.0
21018,13323,Chinese Treats 2 (Che),Desserts,2023-12-02,28,213.41,Online,Chennai,Delivered,4.0
21019,28921,Italian Treats 6 (Che),Seafood,2025-10-31,36,812.53,Online,Chennai,Delivered,4.0
21020,26491,Seafood Treats 6 (Ahm),Biryani,2025-05-22,33,296.67,Online,Ahmedabad,Delivered,5.0
21021,11316,Biryani Treats 4 (Ben),Fast Food,2025-07-23,31,170.56,Online,Bengaluru,Delivered,5.0
21022,16235,Seafood Treats 3 (Ahm),Continental,2025-10-05,39,333.02,Cash,Ahmedabad,Delivered,5.0
21023,12086,Biryani Treats 1 (Ahm),Biryani,2024-07-27,32,174.31,Cash,Ahmedabad,Delivered,4.0
21024,4870,Desserts Treats 2 (Hyd),Italian,2025-08-13,28,402.87,Cash,Hyderabad,Delivered,4.0
21025,23883,Italian Treats 3 (Pun),Continental,2025-11-09,23,577.19,Cash,Pune,Delivered,5.0
21026,21357,Biryani Treats 6 (Kol),North Indian,2025-01-18,36,143.78,Online,Kolkata,Delivered,5.0
21027,6236,Biryani Treats 3 (Kol),Biryani,2024-08-18,26,273.1,Online,Kolkata,Delivered,4.0
21028,27576,Continental Treats 3 (Kol),Chinese,2024-01-03,26,251.87,Online,Kolkata,Delivered,5.0
21029,19803,Seafood Treats 6 (Ben),Fast Food,2025-10-29,28,82.86,Online,Bengaluru,Delivered,3.0
21030,29590,Desserts Treats 1 (Hyd),Desserts,2025-07-21,23,185.21,Online,Hyderabad,Delivered,4.0
21031,28092,Biryani Treats 6 (Ahm),Continental,2025-06-22,35,349.64,Online,Ahmedabad,Delivered,4.0
21032,2692,Biryani Treats 1 (Che),Street Food,2023-12-02,26,114.91,Online,Chennai,Delivered,4.0
